"mode","rateTarget","runs","actualRpsMedian","avgMsMedian","p50MsMedian","p95MsMedian","p99MsMedian","errorRatePctMax","droppedIterationsTotal","dbStatementsMedian","dbRowsExaminedMedian","dbTimeMsMedian","redisCommandsMedian"
"L1_L2","200","3","200.023","2.784","2.447","3.991","7.499","0","0","2","0","0.731","8"
